"Key for ""Category"""			
eup	Euploid segment		
lym	Lymphocyte V(D)J recombination		
put	Putative CNV		
			
Sample	Size (bins)	IntDist	Category
LYMcell45	1456	0.015304453	eup
LYMcell45	1446	0.116163865	eup
LYMcell45	964	0.012267685	eup
LYMcell45	328	0.011944297	eup
LYMcell45	1261	0.021132623	eup
LYMcell45	1235	0.098025686	eup
LYMcell45	1271	0.125482705	eup
LYMcell45	1232	0.038333502	eup
LYMcell45	1122	0.098984648	eup
LYMcell45	1138	0.032221213	eup
LYMcell45	292	0.092296359	eup
LYMcell45	149	0.091509506	eup
LYMcell45	1016	0.020814249	eup
LYMcell45	959	0.112538293	eup
LYMcell45	893	0.026350152	eup
LYMcell45	886	0.132630987	eup
LYMcell45	593	0.045048422	eup
LYMcell45	1315	0.036275414	eup
LYMcell47	406	0.052901051	eup
LYMcell47	1793	0.047945686	eup
LYMcell47	90	0.076909409	eup
LYMcell47	776	0.053877551	eup
LYMcell47	101	0.279525952	eup
LYMcell47	274	0.083113111	eup
LYMcell47	1311	0.065620728	eup
LYMcell47	757	0.123599877	eup
LYMcell47	544	0.196987691	eup
LYMcell47	99	0.429147987	eup
LYMcell47	39	0.189926001	eup
LYMcell47	11	0.395443864	eup
LYMcell47	461	0.033398085	eup
LYMcell47	39	0.408110617	eup
LYMcell47	654	0.008131743	eup
LYMcell47	81	0.089493674	eup
LYMcell47	17	0.045422061	eup
LYMcell47	1261	0.028346584	eup
LYMcell47	120	0.034327252	eup
LYMcell47	39	0.021658913	eup
LYMcell47	201	0.044901467	eup
LYMcell47	68	0.313236192	eup
LYMcell47	1002	0.048531694	eup
LYMcell47	1020	0.152055687	eup
LYMcell47	365	0.023773685	eup
LYMcell47	231	0.007115132	eup
LYMcell47	68	0.298678968	eup
LYMcell47	400	0.044710461	eup
LYMcell47	46	0.091147391	eup
LYMcell47	895	0.034520321	eup
LYMcell47	133	0.09416864	eup
LYMcell47	93	0.048433706	eup
LYMcell47	976	0.119514118	eup
LYMcell47	157	0.091625506	eup
LYMcell47	148	0.178541267	eup
LYMcell47	519	0.043574956	eup
LYMcell47	152	0.024054264	eup
LYMcell47	19	0.004010879	eup
LYMcell47	959	0.062251098	eup
LYMcell47	893	0.077105601	eup
LYMcell47	886	0.066713498	eup
LYMcell47	18	0.024576193	eup
LYMcell47	1315	0.008478025	eup
dev266	76	0.10924366	eup
dev266	1793	0.006741668	eup
dev266	1534	0.047862661	eup
dev266	1474	0.000484791	eup
dev266	1456	0.000154977	eup
dev266	423	0.103916092	eup
dev266	1021	0.093138714	eup
dev266	1295	0.025225457	eup
dev266	93	0.008995952	eup
dev266	1028	0.007300624	eup
dev266	205	0.039749141	eup
dev266	1271	0.011810119	eup
dev266	1232	0.01420218	eup
dev266	1065	0.065728717	eup
dev266	55	0.081432693	eup
dev266	1138	0.012494529	eup
dev266	1134	0.013020252	eup
dev266	1016	0.021239346	eup
dev266	959	0.04176196	eup
dev266	893	0.059004337	eup
dev266	886	0.015016774	eup
dev266	593	0.044351359	eup
dev267	1460	0.018886012	eup
dev267	439	0.028086292	eup
dev267	198	0.050846222	eup
dev267	974	0.004794187	eup
dev267	90	0.04397875	eup
dev267	1442	0.043622021	eup
dev267	1474	0.044941836	eup
dev267	1212	0.002505091	eup
dev267	243	0.006614077	eup
dev267	1446	0.055748524	eup
dev267	1295	0.005480598	eup
dev267	1261	0.008539391	eup
dev267	69	0.076437441	eup
dev267	468	0.028120521	eup
dev267	801	0.063601219	eup
dev267	1232	0.018974412	eup
dev267	57	0.375186318	eup
dev267	1138	0.097840463	eup
dev267	616	0.017117139	eup
dev267	510	0.013450283	eup
dev267	761	0.045964174	eup
dev267	253	0.035060288	eup
dev267	959	0.02835234	eup
dev267	893	0.018803999	eup
dev267	886	0.037127926	eup
dev267	593	0.00190063	eup
dev270	123	0.037448794	eup
dev270	52	0.073358538	eup
dev270	978	0.02309456	eup
dev270	250	0.109935421	eup
dev270	1235	0.016039557	eup
dev270	1534	0.00422986	eup
dev270	1309	0.026068439	eup
dev270	137	0.046589564	eup
dev270	1010	0.022721743	eup
dev270	406	0.010811967	eup
dev270	1446	0.008262205	eup
dev270	1295	0.007692495	eup
dev270	1261	0.01629957	eup
dev270	585	0.025664872	eup
dev270	28	0.074984462	eup
dev270	588	0.008327829	eup
dev270	1271	0.013935388	eup
dev270	1232	0.021999799	eup
dev270	1064	0.079286509	eup
dev270	51	0.139793142	eup
dev270	72	0.018790323	eup
dev270	146	0.085663827	eup
dev270	407	0.010702827	eup
dev270	1134	0.007920338	eup
dev270	111	0.004838074	eup
dev270	43	0.026250937	eup
dev270	114	0.059084478	eup
dev270	723	0.034113316	eup
dev270	959	0.045390562	eup
dev270	457	0.006676745	eup
dev270	420	0.01762054	eup
dev270	886	0.010755257	eup
dev270	593	0.010565737	eup
dev271	152	0.053355741	eup
dev271	176	0.067144873	eup
dev271	1285	0.009359782	eup
dev271	139	0.014281113	eup
dev271	131	0.05230929	eup
dev271	1793	0.019427099	eup
dev271	789	0.083448491	eup
dev271	738	0.065753061	eup
dev271	1474	0.050896217	eup
dev271	903	0.001938683	eup
dev271	116	0.048762053	eup
dev271	347	0.05343493	eup
dev271	563	0.002284389	eup
dev271	301	0.017589467	eup
dev271	545	0.026335351	eup
dev271	451	0.024209508	eup
dev271	433	0.044653402	eup
dev271	395	0.075457247	eup
dev271	624	0.017893417	eup
dev271	628	0.010689286	eup
dev271	1235	0.028683218	eup
dev271	799	0.058090391	eup
dev271	301	0.114111775	eup
dev271	161	0.125651578	eup
dev271	926	0.03323898	eup
dev271	305	0.140131235	eup
dev271	217	0.006515258	eup
dev271	588	0.006143071	eup
dev271	151	0.077606302	eup
dev271	150	0.069704941	eup
dev271	470	0.024892973	eup
dev271	571	0.076135681	eup
dev271	544	0.0846474	eup
dev271	446	0.027268147	eup
dev271	551	0.026446185	eup
dev271	669	0.096208554	eup
dev271	21	0.006130879	eup
dev271	253	0.10608212	eup
dev271	676	0.012667041	eup
dev271	184	0.107144453	eup
dev271	429	0.020150888	eup
dev271	422	0.026406229	eup
dev271	74	0.311503515	eup
dev271	368	0.251551066	eup
dev272	583	0.054008333	eup
dev272	1307	0.001682932	eup
dev272	1793	0.034865741	eup
dev272	1534	0.008137947	eup
dev272	1474	0.010676446	eup
dev272	1456	0.031940711	eup
dev272	696	0.011210156	eup
dev272	740	0.015281326	eup
dev272	1295	0.010779475	eup
dev272	1261	0.038189616	eup
dev272	1235	0.007603924	eup
dev272	1271	0.003705625	eup
dev272	566	0.014368853	eup
dev272	664	0.007105953	eup
dev272	1074	0.007865715	eup
dev272	48	0.033208265	eup
dev272	1138	0.011976793	eup
dev272	1134	9.08E-05	eup
dev272	1016	0.011441515	eup
dev272	959	0.009399048	eup
dev272	893	0.058815519	eup
dev272	886	0.021019377	eup
dev272	593	0.037183291	eup
dev273	1907	0.001375305	eup
dev273	1793	0.010429275	eup
dev273	1326	0.054093086	eup
dev273	205	0.060717582	eup
dev273	1474	0.074001906	eup
dev273	1456	0.02017665	eup
dev273	1446	0.024724243	eup
dev273	1295	0.009751764	eup
dev273	1261	0.019679839	eup
dev273	1235	0.009540706	eup
dev273	1271	0.020711329	eup
dev273	1232	0.034447509	eup
dev273	367	0.007948238	eup
dev273	754	0.023392829	eup
dev273	1138	0.044698923	eup
dev273	1134	0.043608017	eup
dev273	1016	0.054283618	eup
dev273	959	0.030216995	eup
dev273	893	0.009918395	eup
dev273	886	0.001800369	eup
dev273	593	0.041720782	eup
dev274	1487	0.012144567	eup
dev274	264	0.034969998	eup
dev274	152	0.026829316	eup
dev274	1793	0.01327204	eup
dev274	480	0.003346877	eup
dev274	1474	0.015995016	eup
dev274	621	0.075763518	eup
dev274	832	0.047022294	eup
dev274	498	0.031918365	eup
dev274	946	0.01088369	eup
dev274	640	0.039921877	eup
dev274	654	0.035295768	eup
dev274	1261	0.007544706	eup
dev274	656	0.013098334	eup
dev274	520	0.062300008	eup
dev274	51	0.074902362	eup
dev274	1271	0.008046844	eup
dev274	1232	0.019117518	eup
dev274	1122	0.010015368	eup
dev274	1138	0.049919226	eup
dev274	655	0.018646899	eup
dev274	477	0.08809964	eup
dev274	185	0.048410511	eup
dev274	138	0.040049646	eup
dev274	309	0.081286305	eup
dev274	893	0.014156719	eup
dev274	89	0.312161922	eup
dev274	244	0.119714071	eup
dev275	134	0.080061355	eup
dev275	1767	0.028095237	eup
dev275	1793	0.010598149	eup
dev275	1534	0.001044753	eup
dev275	1474	0.011828582	eup
dev275	1456	0.009449817	eup
dev275	1446	0.011946904	eup
dev275	1295	1.94E-05	eup
dev275	393	0.028933262	eup
dev275	822	0.009662302	eup
dev275	1235	0.037901921	eup
dev275	1271	0.014516103	eup
dev275	1232	0.036293947	eup
dev275	1065	0.030125569	eup
dev275	48	0.063260987	eup
dev275	1138	0.004864561	eup
dev275	1134	0.003093652	eup
dev275	38	0.135578608	eup
dev275	102	0.061074157	eup
dev275	58	0.022250355	eup
dev275	959	0.041354552	eup
dev275	893	0.017780249	eup
dev275	886	0.046194484	eup
dev275	593	0.024634637	eup
dev276	1073	0.009215611	eup
dev276	346	0.01061918	eup
dev276	476	0.01393484	eup
dev276	54	0.010195132	eup
dev276	93	0.002762221	eup
dev276	186	0.025132186	eup
dev276	515	0.097766908	eup
dev276	4	0.310751648	eup
dev276	59	0.030707666	eup
dev276	70	0.109647128	eup
dev276	33	0.024250987	eup
dev276	1034	0.00597941	eup
dev276	498	0.006569441	eup
dev276	1474	0.045311883	eup
dev276	1456	0.02025837	eup
dev276	378	0.009791023	eup
dev276	257	0.006041504	eup
dev276	465	0.030182446	eup
dev276	321	0.008882554	eup
dev276	1295	0.045947841	eup
dev276	1261	0.005658788	eup
dev276	229	0.332904457	eup
dev276	51	0.022246513	eup
dev276	141	0.032131397	eup
dev276	295	0.036282544	eup
dev276	153	0.306817692	eup
dev276	310	0.066433555	eup
dev276	173	0.022835721	eup
dev276	1089	0.00226668	eup
dev276	1232	0.018159359	eup
dev276	1065	0.031350883	eup
dev276	44	0.01775769	eup
dev276	1138	0.003270397	eup
dev276	21	0.067657517	eup
dev276	286	0.012160327	eup
dev276	639	0.041358407	eup
dev276	143	0.33119343	eup
dev276	42	0.016087183	eup
dev276	1016	0.014501421	eup
dev276	366	0.150179039	eup
dev276	43	0.128932347	eup
dev276	28	0.106741051	eup
dev276	92	0.358961164	eup
dev276	143	0.245144948	eup
dev276	179	0.030078217	eup
dev276	893	0.021919068	eup
dev276	886	0.035614181	eup
dev276	593	0.051653839	eup
dev277	181	0.00258904	eup
dev277	1724	0.018594327	eup
dev277	1793	0.041383907	eup
dev277	312	0.04481683	eup
dev277	501	0.001858119	eup
dev277	288	0.000551519	eup
dev277	1185	0.006936927	eup
dev277	1456	0.048351959	eup
dev277	377	0.003271285	eup
dev277	1029	0.020809093	eup
dev277	36	0.041823861	eup
dev277	1295	0.017138818	eup
dev277	1261	0.032288832	eup
dev277	1235	0.051143539	eup
dev277	1271	0.018763378	eup
dev277	1232	0.016596929	eup
dev277	1122	0.008196258	eup
dev277	179	0.001482707	eup
dev277	959	0.000379192	eup
dev277	1134	0.015912159	eup
dev277	1016	0.01293435	eup
dev277	959	0.04071917	eup
dev277	439	0.03102164	eup
dev277	386	0.069200976	eup
dev277	58	0.285206934	eup
dev277	886	0.032780767	eup
dev277	593	0.00093514	eup
dev278	1907	0.021025675	eup
dev278	864	0.016379046	eup
dev278	905	0.030841839	eup
dev278	781	0.068102529	eup
dev278	443	0.060553687	eup
dev278	303	0.018799356	eup
dev278	372	0.011245731	eup
dev278	1037	0.001697414	eup
dev278	216	0.371623864	eup
dev278	365	0.064399574	eup
dev278	325	0.067228445	eup
dev278	1446	0.043564846	eup
dev278	1295	0.028786432	eup
dev278	238	0.046803409	eup
dev278	83	0.190539971	eup
dev278	145	0.444649971	eup
dev278	792	0.097800867	eup
dev278	986	0.046196269	eup
dev278	246	0.010484863	eup
dev278	46	0.053229116	eup
dev278	1188	0.062525661	eup
dev278	35	0.279127555	eup
dev278	243	0.153074951	eup
dev278	26	0.255328973	eup
dev278	637	0.0279334	eup
dev278	1122	0.012715666	eup
dev278	528	0.063268064	eup
dev278	609	0.056572499	eup
dev278	138	0.117199823	eup
dev278	994	0.02367576	eup
dev278	682	0.014920261	eup
dev278	330	0.077675654	eup
dev278	592	0.007397144	eup
dev278	258	0.01890296	eup
dev278	96	0.081149994	eup
dev278	221	0.060145817	eup
dev278	615	0.01238313	eup
dev278	39	0.089705117	eup
dev278	787	0.041155137	eup
dev278	44	0.0582584	eup
dev278	400	0.030515454	eup
dev278	192	0.051555941	eup
dev280	1907	0.008983673	eup
dev280	266	0.043437127	eup
dev280	1526	0.017608154	eup
dev280	161	0.050378454	eup
dev280	1370	0.004173761	eup
dev280	1474	0.014396856	eup
dev280	910	0.002170734	eup
dev280	457	0.002115391	eup
dev280	85	0.002077285	eup
dev280	1446	0.011476025	eup
dev280	1295	0.008928314	eup
dev280	524	0.080882357	eup
dev280	1235	0.040610435	eup
dev280	1271	0.025087479	eup
dev280	1232	0.008000196	eup
dev280	1122	0.006504026	eup
dev280	1138	0.008532558	eup
dev280	1134	0.001056451	eup
dev280	1016	0.029235627	eup
dev280	959	0.013650854	eup
dev280	893	0.030016787	eup
dev280	886	0.009511976	eup
dev280	593	0.013211275	eup
dev281	905	0.010307177	eup
dev281	117	0.117054477	eup
dev281	89	0.071606598	eup
dev281	58	0.259460259	eup
dev281	75	0.244858819	eup
dev281	60	0.210060054	eup
dev281	46	0.274891992	eup
dev281	130	0.074184159	eup
dev281	266	0.003370449	eup
dev281	58	0.374136461	eup
dev281	1022	0.091666485	eup
dev281	329	0.077337207	eup
dev281	123	0.03940688	eup
dev281	10	0.18877752	eup
dev281	3	0.407264374	eup
dev281	110	0.064804476	eup
dev281	902	0.117192476	eup
dev281	622	0.225200406	eup
dev281	9	0.494751901	eup
dev281	444	0.006827856	eup
dev281	459	0.041654902	eup
dev281	547	0.011366532	eup
dev281	737	0.088816797	eup
dev281	718	0.015884181	eup
dev281	883	0.053560989	eup
dev281	244	0.032949047	eup
dev281	242	0.074111342	eup
dev281	24	0.173680653	eup
dev281	110	0.389510035	eup
dev281	1078	0.304679571	eup
dev281	63	0.243182904	eup
dev281	1157	0.022470033	eup
dev281	104	0.42713276	eup
dev281	1235	0.057334125	eup
dev281	33	0.284113349	eup
dev281	1135	0.032821168	eup
dev281	497	0.049745877	eup
dev281	509	0.082639642	eup
dev281	56	0.080917228	eup
dev281	29	0.009960921	eup
dev281	27	0.107091343	eup
dev281	306	0.090990677	eup
dev281	815	0.016355923	eup
dev281	176	0.203702603	eup
dev281	480	0.099370922	eup
dev281	480	0.018620565	eup
dev281	275	0.259581114	eup
dev281	427	0.109898912	eup
dev281	62	0.045165088	eup
dev281	216	0.040723996	eup
dev281	240	0.086595829	eup
dev281	8	0.085105884	eup
dev281	77	0.079738408	eup
dev281	159	0.049479441	eup
dev281	158	0.12615394	eup
dev281	27	0.088858288	eup
dev281	498	0.015277495	eup
dev281	51	0.04478505	eup
dev281	94	0.172799167	eup
dev281	114	0.186792196	eup
dev281	884	0.051561905	eup
dev281	465	0.184860203	eup
dev281	420	0.050143489	eup
dev281	94	0.15118353	eup
dev281	137	0.08424481	eup
dev281	329	0.065474109	eup
dev282	186	0.207959086	eup
dev282	748	0.116924939	eup
dev282	211	0.067315458	eup
dev282	264	0.013825152	eup
dev282	147	0.041681618	eup
dev282	27	0.141275661	eup
dev282	48	0.026523872	eup
dev282	34	0.05340022	eup
dev282	36	0.358503613	eup
dev282	376	0.007729117	eup
dev282	204	0.067382916	eup
dev282	44	0.166537338	eup
dev282	164	0.147280653	eup
dev282	11	0.218630847	eup
dev282	39	0.326879016	eup
dev282	240	0.073875004	eup
dev282	172	0.006088585	eup
dev282	80	0.033714899	eup
dev282	133	0.015649281	eup
dev282	540	0.225612782	eup
dev282	742	0.119135385	eup
dev282	100	0.474601524	eup
dev282	48	0.10613875	eup
dev282	62	0.019935073	eup
dev282	610	0.417869602	eup
dev282	209	0.385974944	eup
dev282	1068	0.058117153	eup
dev282	110	0.164819688	eup
dev282	42	0.215909963	eup
dev282	76	0.360257392	eup
dev282	852	0.432505488	eup
dev282	546	0.166051479	eup
dev282	306	0.046390887	eup
dev282	32	0.131739118	eup
dev282	20	0.001183641	eup
dev282	60	0.083069138	eup
dev282	114	0.385150446	eup
dev282	328	0.035669423	eup
dev282	729	0.006088357	eup
dev282	28	0.206251625	eup
dev282	53	0.011471691	eup
dev282	80	0.064209995	eup
dev282	1269	0.006512965	eup
dev282	38	0.137345887	eup
dev282	31	0.374746379	eup
dev282	24	0.273523507	eup
dev282	159	0.00900428	eup
dev282	789	0.005158315	eup
dev282	41	0.090597573	eup
dev282	121	0.029899789	eup
dev282	399	0.037833558	eup
dev282	101	0.063235064	eup
dev282	391	0.225743002	eup
dev282	293	0.189659301	eup
dev282	168	0.410900999	eup
dev282	848	0.082794923	eup
dev282	740	0.062187634	eup
dev282	4	0.10382255	eup
dev282	131	0.036051475	eup
dev282	893	0.073286376	eup
dev282	274	0.405667886	eup
dev282	161	0.125299244	eup
dev282	95	0.082512062	eup
dev282	161	0.095228456	eup
dev283	1907	0.045680148	eup
dev283	1793	0.156542117	eup
dev283	92	0.167376823	eup
dev283	359	0.305082849	eup
dev283	1083	0.108071517	eup
dev283	1474	0.034109939	eup
dev283	1221	0.220976524	eup
dev283	181	0.059939398	eup
dev283	1446	0.033533961	eup
dev283	809	0.039533589	eup
dev283	1261	0.090854938	eup
dev283	1235	0.046622849	eup
dev283	138	0.254566475	eup
dev283	1133	0.053015931	eup
dev283	1232	0.013221989	eup
dev283	370	0.022641932	eup
dev283	160	0.06007026	eup
dev283	44	0.016737364	eup
dev283	1138	0.044392897	eup
dev283	1020	0.000698477	eup
dev283	111	0.126985585	eup
dev283	1016	0.048267872	eup
dev283	959	0.041240157	eup
dev283	893	0.064024182	eup
dev283	886	0.010836864	eup
dev283	593	0.033330227	eup
dev284	1907	0.09230683	eup
dev284	1793	0.021206852	eup
dev284	1534	0.009021701	eup
dev284	1474	0.009883843	eup
dev284	547	0.027925926	eup
dev284	99	0.019207823	eup
dev284	799	0.027420246	eup
dev284	1446	0.014687594	eup
dev284	1295	0.024718954	eup
dev284	1261	0.019954638	eup
dev284	1235	0.037494452	eup
dev284	1271	0.073190905	eup
dev284	1141	0.026165183	eup
dev284	88	0.061427562	eup
dev284	1065	0.066920343	eup
dev284	48	0.045726049	eup
dev284	1138	0.019220928	eup
dev284	1134	0.057276938	eup
dev284	609	0.106727689	eup
dev284	959	0.001802398	eup
dev284	893	0.029039815	eup
dev284	886	0.07639704	eup
dev284	593	0.008815454	eup
dev286	68	0.002243717	eup
dev286	1097	0.002934951	eup
dev286	29	0.070175112	eup
dev286	1474	0.015276917	eup
dev286	437	0.016135387	eup
dev286	1018	0.031566059	eup
dev286	579	0.023136162	eup
dev286	638	0.031590788	eup
dev286	24	0.062572598	eup
dev286	130	0.067668026	eup
dev286	58	0.121874837	eup
dev286	1295	0.031567835	eup
dev286	978	0.032443365	eup
dev286	281	0.014674233	eup
dev286	538	0.017691974	eup
dev286	524	0.036616726	eup
dev286	1210	0.024783227	eup
dev286	55	0.041849914	eup
dev286	1232	0.009591422	eup
dev286	1122	0.015374985	eup
dev286	1138	0.008278807	eup
dev286	422	0.039934163	eup
dev286	711	0.003853138	eup
dev286	1016	0.000645599	eup
dev286	555	0.014523936	eup
dev286	333	0.001601427	eup
dev286	886	0.062046039	eup
dev286	593	0.017962413	eup
dev340	904	0.021136549	eup
dev340	1793	0.049788026	eup
dev340	147	0.036595126	eup
dev340	159	0.020432171	eup
dev340	72	0.086116203	eup
dev340	613	0.04579752	eup
dev340	60	0.041996538	eup
dev340	429	0.049917653	eup
dev340	1474	0.026413164	eup
dev340	410	0.069568337	eup
dev340	1045	0.055296588	eup
dev340	644	0.011838478	eup
dev340	793	0.02953878	eup
dev340	697	0.032809336	eup
dev340	249	0.0833168	eup
dev340	338	0.059437499	eup
dev340	578	0.013583521	eup
dev340	333	0.024106248	eup
dev340	88	0.076877509	eup
dev340	142	0.087165901	eup
dev340	110	0.020108966	eup
dev340	848	0.035537876	eup
dev340	142	0.027381045	eup
dev340	40	0.039502621	eup
dev340	993	0.047244458	eup
dev340	4	0.30590174	eup
dev340	262	0.048338826	eup
dev340	1232	0.011515143	eup
dev340	1065	0.021039212	eup
dev340	55	0.019624203	eup
dev340	201	0.106943138	eup
dev340	409	0.080183577	eup
dev340	1134	0.026869575	eup
dev340	1016	0.024097377	eup
dev340	102	0.044025205	eup
dev340	853	0.002971129	eup
dev340	328	0.035571181	eup
dev340	383	0.052970993	eup
dev340	179	0.026841235	eup
dev340	886	0.005488863	eup
dev340	593	0.020973208	eup
dev341	169	0.063782156	eup
dev341	1736	0.086488105	eup
dev341	422	0.030022067	eup
dev341	139	0.132554787	eup
dev341	358	0.016876786	eup
dev341	733	0.013271048	eup
dev341	98	0.022343478	eup
dev341	644	0.021488746	eup
dev341	584	0.036843867	eup
dev341	292	0.016907468	eup
dev341	24	0.051785289	eup
dev341	1407	0.007944208	eup
dev341	354	0.001207104	eup
dev341	63	0.232658238	eup
dev341	275	0.005326046	eup
dev341	247	0.02199255	eup
dev341	195	0.028686823	eup
dev341	1284	0.0339628	eup
dev341	142	0.077193366	eup
dev341	17	0.191543442	eup
dev341	1295	0.007087196	eup
dev341	81	0.272731369	eup
dev341	415	0.013142262	eup
dev341	260	0.000647454	eup
dev341	31	0.116991085	eup
dev341	41	0.007471202	eup
dev341	56	0.063116323	eup
dev341	887	0.004262164	eup
dev341	76	0.242046475	eup
dev341	58	0.017395299	eup
dev341	1001	0.106501167	eup
dev341	83	0.058298703	eup
dev341	36	0.129019908	eup
dev341	490	0.110854198	eup
dev341	741	0.078142145	eup
dev341	406	0.025939145	eup
dev341	14	0.025307843	eup
dev341	80	0.012014401	eup
dev341	75	0.082618648	eup
dev341	196	0.038887119	eup
dev341	20	0.28054579	eup
dev341	29	0.140148228	eup
dev341	490	0.016326393	eup
dev341	241	0.021631193	eup
dev341	392	0.001918451	eup
dev341	1089	0.025961968	eup
dev341	45	0.343335472	eup
dev341	16	0.015754037	eup
dev341	959	0.008554553	eup
dev341	380	0.112001318	eup
dev341	330	0.063219864	eup
dev341	164	0.029402671	eup
dev341	886	0.020718567	eup
dev341	351	0.066518113	eup
dev341	240	0.063468711	eup
dev341	21	0.494861741	eup
dev341	22	0.306702984	eup
dev342	1907	0.059540514	eup
dev342	33	0.164658282	eup
dev342	288	0.020501058	eup
dev342	144	0.159992658	eup
dev342	991	0.010677013	eup
dev342	1474	0.152867506	eup
dev342	1456	0.006454491	eup
dev342	148	0.079155689	eup
dev342	193	0.132907735	eup
dev342	666	0.102026625	eup
dev342	1295	0.041241882	eup
dev342	394	0.014409653	eup
dev342	856	0.083586928	eup
dev342	138	0.036788096	eup
dev342	17	0.158479774	eup
dev342	40	0.076817927	eup
dev342	648	0.086944291	eup
dev342	340	0.050532089	eup
dev342	453	0.014831437	eup
dev342	341	0.07692481	eup
dev342	640	0.04749586	eup
dev342	590	0.018894388	eup
dev342	1065	0.027203611	eup
dev342	52	0.025870558	eup
dev342	1138	0.008847327	eup
dev342	1134	0.041976655	eup
dev342	967	0.045533605	eup
dev342	24	0.177759416	eup
dev342	13	0.045409842	eup
dev342	46	0.031179667	eup
dev342	293	0.090065932	eup
dev342	266	0.007556669	eup
dev342	37	0.294355365	eup
dev342	93	0.014232008	eup
dev342	140	0.094501038	eup
dev342	116	0.007471212	eup
dev342	738	0.069761315	eup
dev342	79	0.134891774	eup
dev343	1550	0.074621441	eup
dev343	220	0.06034745	eup
dev343	131	0.007627909	eup
dev343	703	0.019202877	eup
dev343	962	0.016443777	eup
dev343	89	0.019462148	eup
dev343	28	0.034993823	eup
dev343	894	0.043623249	eup
dev343	136	0.047025415	eup
dev343	493	0.005191804	eup
dev343	1474	0.026142898	eup
dev343	207	0.002559729	eup
dev343	60	0.053996144	eup
dev343	26	0.223783731	eup
dev343	870	0.008438751	eup
dev343	273	0.008216629	eup
dev343	1446	0.016158473	eup
dev343	341	0.021010223	eup
dev343	453	0.035114147	eup
dev343	23	0.242219793	eup
dev343	236	0.005724734	eup
dev343	1261	0.007310639	eup
dev343	1147	0.00563773	eup
dev343	85	0.062290065	eup
dev343	1129	0.013271457	eup
dev343	139	0.00609825	eup
dev343	1206	0.017981564	eup
dev343	24	0.178573144	eup
dev343	356	0.008394187	eup
dev343	64	0.026927042	eup
dev343	28	0.057797189	eup
dev343	102	0.07497031	eup
dev343	197	0.012138934	eup
dev343	50	0.13888451	eup
dev343	37	0.28349898	eup
dev343	39	0.106107534	eup
dev343	406	0.018788316	eup
dev343	497	0.011728657	eup
dev343	221	0.036419315	eup
dev343	117	0.050261805	eup
dev343	14	0.004707271	eup
dev343	216	0.19608575	eup
dev343	490	0.094913489	eup
dev343	1016	0.019125064	eup
dev343	959	0.074336831	eup
dev343	393	0.029762807	eup
dev343	110	0.007914489	eup
dev343	385	0.018246715	eup
dev343	169	0.101813871	eup
dev343	119	0.05846848	eup
dev343	594	0.049639099	eup
dev343	277	0.023009203	eup
dev343	99	0.024388038	eup
dev343	67	0.045286622	eup
dev343	133	0.00933221	eup
dev344	1273	0.119762697	eup
dev344	85	0.05619687	eup
dev344	288	0.044550999	eup
dev344	492	0.070464496	eup
dev344	577	0.055551335	eup
dev344	370	0.01665827	eup
dev344	63	0.09439379	eup
dev344	1076	0.031628562	eup
dev344	334	0.065508088	eup
dev344	114	0.044656322	eup
dev344	70	0.029793217	eup
dev344	60	0.163691452	eup
dev344	179	0.049663735	eup
dev344	208	0.051437521	eup
dev344	280	0.004490316	eup
dev344	161	0.028636238	eup
dev344	36	0.171220752	eup
dev344	758	0.035634617	eup
dev344	41	0.071559945	eup
dev344	81	0.053617756	eup
dev344	667	0.071262312	eup
dev344	293	0.060805902	eup
dev344	138	0.117674082	eup
dev344	90	0.04892251	eup
dev344	270	0.020009037	eup
dev344	294	0.054543916	eup
dev344	439	0.008272472	eup
dev344	1082	0.043381637	eup
dev344	174	0.012187804	eup
dev344	927	0.026699911	eup
dev344	305	0.062000586	eup
dev344	397	0.020480262	eup
dev344	48	0.120758905	eup
dev344	98	0.020457214	eup
dev344	1065	0.111548917	eup
dev344	53	0.182201824	eup
dev344	37	0.090270587	eup
dev344	451	0.125100742	eup
dev344	387	0.092980557	eup
dev344	1058	0.055095482	eup
dev344	62	0.07634012	eup
dev344	111	0.13033755	eup
dev344	43	0.193564701	eup
dev344	471	0.024474835	eup
dev344	25	0.233217573	eup
dev344	874	0.111601635	eup
dev344	9	0.349485243	eup
dev344	183	0.008042767	eup
dev344	127	0.062081911	eup
dev344	31	0.141493656	eup
dev344	692	0.115500288	eup
dev344	149	0.107159828	eup
dev344	247	0.090611974	eup
dev344	66	0.059384907	eup
dev345	1907	0.018306195	eup
dev345	407	0.011448844	eup
dev345	802	0.067256395	eup
dev345	24	0.197749254	eup
dev345	408	0.021589216	eup
dev345	29	0.38447921	eup
dev345	1474	0.01287295	eup
dev345	142	0.021162365	eup
dev345	286	0.052929126	eup
dev345	642	0.015937132	eup
dev345	77	0.141011744	eup
dev345	60	0.107457016	eup
dev345	80	0.070196181	eup
dev345	1294	0.063007614	eup
dev345	1295	0.006658356	eup
dev345	1261	0.081574443	eup
dev345	177	0.104750199	eup
dev345	1005	0.045995609	eup
dev345	32	0.302499527	eup
dev345	700	0.027051716	eup
dev345	389	0.029298621	eup
dev345	560	0.005926151	eup
dev345	669	0.017375218	eup
dev345	1065	0.054750825	eup
dev345	42	0.213472761	eup
dev345	1138	0.06249678	eup
