"Key for ""Category"""			
eup	Euploid segment		
lym	Lymphocyte V(D)J recombination		
put	Putative CNV		
			
Sample	Size (bins)	IntDist	Category
dev345	162	0.140519748	eup
dev345	37	0.024540978	eup
dev345	887	0.014347073	eup
dev345	35	0.148878403	eup
dev345	719	0.0017918	eup
dev345	237	0.071626408	eup
dev345	128	0.047620309	eup
dev345	752	0.039744083	eup
dev345	886	0.04723137	eup
dev345	174	0.229006769	eup
dev345	253	0.060940641	eup
dev345	13	0.222362705	eup
dev346	631	0.029154238	eup
dev346	861	0.077670948	eup
dev346	331	0.036159312	eup
dev346	1793	0.094885092	eup
dev346	833	0.02013085	eup
dev346	23	0.088909632	eup
dev346	673	0.037733534	eup
dev346	8	0.225967098	eup
dev346	189	0.040249472	eup
dev346	150	0.103766772	eup
dev346	1298	0.028151173	eup
dev346	145	0.007611219	eup
dev346	19	0.078158549	eup
dev346	288	0.046596462	eup
dev346	289	0.046871091	eup
dev346	17	0.004050338	eup
dev346	364	0.078240744	eup
dev346	16	0.081006731	eup
dev346	120	0.053440125	eup
dev346	5	0.43601984	eup
dev346	1235	0.028040676	eup
dev346	66	0.262097034	eup
dev346	26	0.407075743	eup
dev346	189	0.02072375	eup
dev346	205	0.02229457	eup
dev346	1232	0.090238828	eup
dev346	1065	0.019844091	eup
dev346	47	0.034453436	eup
dev346	127	0.07887225	eup
dev346	1009	0.070256662	eup
dev346	178	0.088565324	eup
dev346	912	0.041494255	eup
dev346	149	0.021496346	eup
dev346	94	0.0421109	eup
dev346	698	0.042924403	eup
dev346	88	0.060246118	eup
dev346	306	0.013367027	eup
dev346	45	0.433153326	eup
dev346	128	0.022238895	eup
dev346	112	0.114288657	eup
dev346	293	0.103002101	eup
dev346	462	0.091205688	eup
dev346	886	0.188514334	eup
dev346	25	0.039153255	eup
dev346	31	0.003854208	eup
dev346	58	0.260562989	eup
dev347	748	0.017482408	eup
dev347	564	0.043439346	eup
dev347	1114	0.018311229	eup
dev347	648	0.019681309	eup
dev347	1209	0.064988134	eup
dev347	201	0.011893768	eup
dev347	1456	0.017420851	eup
dev347	464	0.034537645	eup
dev347	471	0.008197292	eup
dev347	508	0.01138366	eup
dev347	1295	0.047073945	eup
dev347	405	0.141224953	eup
dev347	1235	0.024366591	eup
dev347	133	0.033274475	eup
dev347	655	0.058271172	eup
dev347	469	0.005315274	eup
dev347	1152	0.0130282	eup
dev347	19	0.080715713	eup
dev347	45	0.035588071	eup
dev347	1065	0.033506294	eup
dev347	42	0.127437132	eup
dev347	1138	0.039986601	eup
dev347	1134	0.000552485	eup
dev347	1016	0.033877366	eup
dev347	560	0.026783904	eup
dev347	34	0.204138517	eup
dev347	370	0.025325484	eup
dev347	417	0.005675647	eup
dev347	321	0.009425535	eup
dev347	174	0.012694101	eup
dev347	35	0.280791853	eup
dev348	429	0.006023202	eup
dev348	1005	0.022442546	eup
dev348	194	0.018159618	eup
dev348	143	0.024738327	eup
dev348	143	0.130726094	eup
dev348	872	0.041335926	eup
dev348	123	0.117364415	eup
dev348	78	0.104033497	eup
dev348	296	0.060774855	eup
dev348	242	0.027540036	eup
dev348	1233	0.095142771	eup
dev348	38	0.120140751	eup
dev348	95	0.014414286	eup
dev348	106	0.170822434	eup
dev348	26	0.016004468	eup
dev348	475	0.021699361	eup
dev348	599	0.009383251	eup
dev348	32	0.068369185	eup
dev348	134	0.080947342	eup
dev348	61	0.154701331	eup
dev348	1009	0.002479988	eup
dev348	136	0.024279772	eup
dev348	193	0.047635287	eup
dev348	80	0.16838794	eup
dev348	27	0.080847634	eup
dev348	145	0.050877621	eup
dev348	365	0.052267192	eup
dev348	643	0.064598122	eup
dev348	242	0.054383945	eup
dev348	925	0.028130141	eup
dev348	133	0.25622564	eup
dev348	213	0.008843672	eup
dev348	268	0.075399518	eup
dev348	264	0.027721548	eup
dev348	332	0.089705463	eup
dev348	164	0.054952673	eup
dev348	296	0.101175546	eup
dev348	290	0.079835155	eup
dev348	209	0.000486942	eup
dev348	427	0.031046239	eup
dev348	301	0.01146334	eup
dev348	280	0.03277144	eup
dev348	319	0.024355369	eup
dev348	68	0.002481253	eup
dev348	72	0.097130251	eup
dev348	80	0.264266267	eup
dev348	121	0.005833108	eup
dev348	9	0.382981302	eup
dev348	543	0.005378887	eup
dev348	297	0.025469381	eup
dev348	201	0.106073094	eup
dev348	751	0.010444411	eup
dev348	325	0.020622806	eup
dev348	30	0.090540403	eup
dev348	114	0.081820545	eup
dev348	138	0.037365074	eup
dev348	409	0.058702051	eup
dev348	68	0.101707435	eup
dev348	33	0.037044718	eup
dev348	196	0.047829971	eup
dev348	139	0.069010123	eup
dev348	75	0.023757454	eup
dev348	84	0.083252351	eup
dev348	137	0.161272639	eup
dev348	224	0.037672696	eup
dev348	391	0.076776439	eup
dev348	168	0.0446544	eup
dev348	1016	0.028851225	eup
dev348	300	0.014715885	eup
dev348	211	0.006735194	eup
dev348	221	0.001456488	eup
dev348	178	0.088317208	eup
dev348	22	0.160533653	eup
dev348	155	0.031091882	eup
dev348	86	0.012063	eup
dev348	549	0.036892085	eup
dev348	80	0.034031545	eup
dev348	76	0.046986038	eup
dev348	323	0.00428982	eup
dev348	419	0.069316556	eup
dev348	50	0.175249661	eup
dev348	441	0.060724748	eup
dev348	148	0.00719086	eup
dev349	1907	0.013967323	eup
dev349	106	0.099138453	eup
dev349	1393	0.005652566	eup
dev349	84	0.110439511	eup
dev349	272	0.00850697	eup
dev349	28	0.472182701	eup
dev349	195	0.034018266	eup
dev349	960	0.005188067	eup
dev349	1474	0.027272041	eup
dev349	1125	0.025683379	eup
dev349	329	0.041355888	eup
dev349	1446	0.015945881	eup
dev349	1295	0.010762257	eup
dev349	148	0.172645534	eup
dev349	949	0.004853937	eup
dev349	1235	0.024081946	eup
dev349	1055	0.014232319	eup
dev349	214	0.013667011	eup
dev349	837	0.011361051	eup
dev349	394	0.010365361	eup
dev349	1065	0.003400935	eup
dev349	45	0.070211026	eup
dev349	800	0.034927616	eup
dev349	333	0.063658173	eup
dev349	1134	0.029484966	eup
dev349	621	0.004693344	eup
dev349	392	0.026419375	eup
dev349	928	0.004968967	eup
dev349	20	0.050223742	eup
dev349	893	0.016605022	eup
dev349	886	0.003263603	eup
dev349	315	0.002210519	eup
dev349	73	0.105379693	eup
dev350	46	0.065544733	eup
dev350	721	0.009185195	eup
dev350	1064	0.007801635	eup
dev350	1793	0.004276267	eup
dev350	1534	0.024797206	eup
dev350	607	0.015715723	eup
dev350	863	0.015095523	eup
dev350	611	0.012029833	eup
dev350	661	0.023822875	eup
dev350	186	0.043876503	eup
dev350	195	0.180520721	eup
dev350	131	0.012359517	eup
dev350	1295	0.006231463	eup
dev350	1261	0.0141899	eup
dev350	400	0.065573146	eup
dev350	833	0.16261232	eup
dev350	1271	0.010288972	eup
dev350	851	0.007251809	eup
dev350	379	0.037767267	eup
dev350	1065	0.038661983	eup
dev350	54	0.218736935	eup
dev350	128	0.117588272	eup
dev350	1003	0.041436537	eup
dev350	596	0.068983985	eup
dev350	535	0.002537817	eup
dev350	941	0.089464728	eup
dev350	73	0.07991533	eup
dev350	57	0.134064886	eup
dev350	893	0.028081995	eup
dev350	886	0.01176156	eup
dev350	593	0.013705083	eup
dev351	1907	0.009386877	eup
dev351	384	0.028270538	eup
dev351	1407	0.016063102	eup
dev351	1534	0.029402654	eup
dev351	1474	0.020052076	eup
dev351	960	0.069183108	eup
dev351	489	0.165248396	eup
dev351	1446	0.037438149	eup
dev351	85	0.011414781	eup
dev351	1201	0.007914248	eup
dev351	1261	0.017355957	eup
dev351	1235	0.012618766	eup
dev351	1271	0.014717071	eup
dev351	1232	0.041579648	eup
dev351	1122	0.029552002	eup
dev351	426	0.008164135	eup
dev351	711	0.009222603	eup
dev351	355	0.035158824	eup
dev351	215	0.035612157	eup
dev351	1016	0.003000017	eup
dev351	959	0.03272494	eup
dev351	893	0.005111075	eup
dev351	886	0.01271224	eup
dev351	593	0.004285881	eup
dev352	1550	0.024224992	eup
dev352	353	0.011461363	eup
dev352	691	0.039310541	eup
dev352	1100	0.0063264	eup
dev352	1534	0.006444942	eup
dev352	651	0.051826411	eup
dev352	150	0.023545445	eup
dev352	647	0.002657576	eup
dev352	997	0.007255181	eup
dev352	315	0.033359596	eup
dev352	141	0.035423896	eup
dev352	503	0.01857555	eup
dev352	19	0.187497006	eup
dev352	894	0.002593132	eup
dev352	1295	0.040911927	eup
dev352	1069	0.043777466	eup
dev352	171	0.037136305	eup
dev352	16	0.008914272	eup
dev352	144	0.01210887	eup
dev352	493	0.020652122	eup
dev352	279	0.06818279	eup
dev352	109	0.125387526	eup
dev352	824	0.003145415	eup
dev352	446	0.018227161	eup
dev352	1232	0.008924215	eup
dev352	852	0.01336592	eup
dev352	260	0.040321361	eup
dev352	28	0.123244837	eup
dev352	420	0.028864742	eup
dev352	114	0.008607458	eup
dev352	582	0.005680369	eup
dev352	1016	0.045164176	eup
dev352	959	0.015552944	eup
dev352	476	0.073215891	eup
dev352	293	0.011428327	eup
dev352	235	0.034028669	eup
dev352	41	0.058159502	eup
dev352	15	0.093447892	eup
dev352	586	0.037881878	eup
dev353	185	0.032046906	eup
dev353	1719	0.005712724	eup
dev353	1298	0.068882064	eup
dev353	421	0.095871706	eup
dev353	79	0.15679542	eup
dev353	766	0.001194398	eup
dev353	22	0.16303261	eup
dev353	67	0.029078318	eup
dev353	785	0.038957548	eup
dev353	859	0.023440406	eup
dev353	21	0.008114316	eup
dev353	416	0.087132359	eup
dev353	75	0.178854065	eup
dev353	80	0.00027396	eup
dev353	327	0.083944018	eup
dev353	185	0.190691645	eup
dev353	94	0.115737172	eup
dev353	98	0.033050689	eup
dev353	136	0.012401561	eup
dev353	44	0.094275239	eup
dev353	99	0.039304183	eup
dev353	392	0.029331745	eup
dev353	132	0.066178356	eup
dev353	267	0.016219264	eup
dev353	42	0.044511877	eup
dev353	59	0.143255931	eup
dev353	234	0.330136431	eup
dev353	663	0.089263859	eup
dev353	42	0.11917871	eup
dev353	147	0.14905657	eup
dev353	28	0.342946403	eup
dev353	79	0.006045262	eup
dev353	133	0.164630554	eup
dev353	180	0.027282938	eup
dev353	156	0.002303489	eup
dev353	45	0.038612054	eup
dev353	139	0.026151666	eup
dev353	1032	0.030042343	eup
dev353	1065	0.025802551	eup
dev353	54	0.151155702	eup
dev353	1095	0.028185827	eup
dev353	233	0.167516312	eup
dev353	435	0.00873409	eup
dev353	69	0.020964169	eup
dev353	306	0.024826244	eup
dev353	104	0.157210792	eup
dev353	112	0.182360002	eup
dev353	80	0.118782651	eup
dev353	308	0.100143577	eup
dev353	131	0.062424828	eup
dev353	64	0.292561522	eup
dev353	43	0.107566775	eup
dev353	120	0.129229042	eup
dev353	143	0.02395074	eup
dev353	88	0.197511185	eup
dev353	52	0.110089714	eup
dev353	445	0.088080187	eup
dev353	360	0.021583757	eup
dev353	57	0.085820374	eup
dev353	89	0.1137536	eup
dev353	20	0.178423005	eup
dev353	62	0.312595895	eup
dev353	254	0.142001069	eup
dev353	132	0.21946796	eup
dev353	180	0.071484921	eup
dev353	155	0.226922016	eup
dev354	1907	0.028006142	eup
dev354	246	0.126155925	eup
dev354	96	0.220542084	eup
dev354	654	0.120459946	eup
dev354	698	0.110506869	eup
dev354	1330	0.023844171	eup
dev354	25	0.403419677	eup
dev354	37	0.017564603	eup
dev354	13	0.230849137	eup
dev354	56	0.053528679	eup
dev354	951	0.012386655	eup
dev354	1446	0.026014961	eup
dev354	1295	0.057740511	eup
dev354	1019	0.002141233	eup
dev354	220	0.037220634	eup
dev354	13	0.051267058	eup
dev354	290	0.039566847	eup
dev354	231	0.109781356	eup
dev354	1271	0.026303671	eup
dev354	234	0.023159815	eup
dev354	214	0.040986536	eup
dev354	782	0.014701028	eup
dev354	1064	0.024865491	eup
dev354	47	0.117230225	eup
dev354	915	0.038986347	eup
dev354	222	0.111864353	eup
dev354	160	0.029921075	eup
dev354	773	0.037678631	eup
dev354	35	0.062695692	eup
dev354	271	0.049984344	eup
dev354	125	0.059862472	eup
dev354	685	0.002658762	eup
dev354	142	0.038172412	eup
dev354	192	0.074289292	eup
dev354	699	0.037087099	eup
dev354	86	0.118322267	eup
dev354	550	0.049790003	eup
dev354	471	0.001405908	eup
dev354	122	0.078568485	eup
dev355	1573	0.019033707	eup
dev355	331	0.089267862	eup
dev355	1793	0.000118674	eup
dev355	1534	0.097949664	eup
dev355	53	0.007437281	eup
dev355	1414	0.007403473	eup
dev355	722	0.013403928	eup
dev355	732	0.024539956	eup
dev355	1446	0.017409639	eup
dev355	1107	0.011149169	eup
dev355	186	0.015808683	eup
dev355	1261	0.039957032	eup
dev355	254	0.024462225	eup
dev355	979	0.037796777	eup
dev355	1133	0.012410073	eup
dev355	17	0.286902238	eup
dev355	115	0.09432317	eup
dev355	1232	0.025047288	eup
dev355	1122	0.066890808	eup
dev355	1011	0.057401052	eup
dev355	105	0.015394162	eup
dev355	1134	0.057810035	eup
dev355	188	0.037912718	eup
dev355	568	0.099689909	eup
dev355	389	0.026357344	eup
dev355	893	0.008147493	eup
dev355	886	0.019096371	eup
dev355	593	0.003386524	eup
dev356	570	0.078154961	eup
dev356	764	0.064750158	eup
dev356	553	0.044912586	eup
dev356	1009	0.003441902	eup
dev356	781	0.033068436	eup
dev356	71	0.095208305	eup
dev356	365	0.041478787	eup
dev356	306	0.016433919	eup
dev356	64	0.273602784	eup
dev356	55	0.058159388	eup
dev356	26	0.112345605	eup
dev356	11	0.090971535	eup
dev356	90	0.073096148	eup
dev356	91	0.053075265	eup
dev356	204	0.090285318	eup
dev356	94	0.018767478	eup
dev356	132	0.161548826	eup
dev356	323	0.134213519	eup
dev356	242	0.285814979	eup
dev356	49	0.072298312	eup
dev356	380	0.037011027	eup
dev356	179	0.026826654	eup
dev356	7	0.064142055	eup
dev356	662	0.049591627	eup
dev356	16	0.150758601	eup
dev356	221	0.003206025	eup
dev356	95	0.1110789	eup
dev356	272	0.003338361	eup
dev356	391	0.033998033	eup
dev356	68	0.039272801	eup
dev356	191	0.01083141	eup
dev356	248	0.093392774	eup
dev356	122	0.125074504	eup
dev356	127	0.16684116	eup
dev356	84	0.25263636	eup
dev356	562	0.08576487	eup
dev356	18	0.140243258	eup
dev356	737	0.029951744	eup
dev356	15	0.21376628	eup
dev356	461	0.032228705	eup
dev356	27	0.096403977	eup
dev356	1235	0.029558068	eup
dev356	176	0.130659738	eup
dev356	178	0.000127433	eup
dev356	107	0.004252446	eup
dev356	375	0.015801052	eup
dev356	48	0.117400916	eup
dev356	796	0.086887319	eup
dev356	824	0.015820686	eup
dev356	132	0.052718832	eup
dev356	88	0.074679628	eup
dev356	54	0.166236715	eup
dev356	1138	0.052801354	eup
dev356	29	0.070876405	eup
dev356	112	0.076497846	eup
dev356	523	0.004465509	eup
dev356	168	0.043779769	eup
dev356	378	0.001974421	eup
dev356	76	0.01976632	eup
dev356	430	0.003827267	eup
dev356	104	0.027472635	eup
dev356	79	0.077882438	eup
dev356	398	0.000139441	eup
dev356	71	0.100007816	eup
dev356	390	0.014207949	eup
dev356	824	0.020659245	eup
dev356	65	0.105008298	eup
dev356	179	0.078662459	eup
dev356	214	0.04746469	eup
dev356	33	0.017929194	eup
dev356	53	0.052240238	eup
dev356	37	0.012757403	eup
dev356	281	0.029828796	eup
dev356	23	0.100868099	eup
dev356	246	0.102750445	eup
dev356	343	0.035523248	eup
dev357	573	0.108183892	eup
dev357	88	0.050511804	eup
dev357	59	0.151930074	eup
dev357	1178	0.010551278	eup
dev357	95	0.177063288	eup
dev357	453	0.106445542	eup
dev357	1103	0.047923886	eup
dev357	1534	0.02758928	eup
dev357	389	0.043430358	eup
dev357	1074	0.08671446	eup
dev357	1456	0.031663294	eup
dev357	377	0.032516837	eup
dev357	49	0.028184601	eup
dev357	644	0.047577253	eup
dev357	308	0.016887971	eup
dev357	495	0.027809859	eup
dev357	127	0.079656144	eup
dev357	84	0.079976608	eup
dev357	584	0.037736754	eup
dev357	792	0.02141325	eup
dev357	28	0.226212349	eup
dev357	299	0.030608627	eup
dev357	1014	0.023296308	eup
dev357	220	0.022804138	eup
dev357	800	0.047858203	eup
dev357	200	0.156510971	eup
dev357	608	0.029137212	eup
dev357	619	0.067736307	eup
dev357	608	0.01598675	eup
dev357	263	0.04384431	eup
dev357	50	0.036313	eup
dev357	186	0.012422061	eup
dev357	1058	0.00049893	eup
dev357	70	0.019251792	eup
dev357	420	0.022596523	eup
dev357	711	0.024947966	eup
dev357	989	0.010341263	eup
dev357	959	0.018693016	eup
dev357	893	0.023952215	eup
dev357	790	0.005827255	eup
dev357	91	0.0559745	eup
dev357	84	0.042369959	eup
dev357	442	0.04822869	eup
dev357	59	0.106054936	eup
dev358	447	0.080130202	eup
dev358	587	0.077536635	eup
dev358	59	0.065493577	eup
dev358	148	0.067232305	eup
dev358	223	0.020415794	eup
dev358	294	0.033389059	eup
dev358	97	0.083395963	eup
dev358	367	0.019342659	eup
dev358	977	0.174190368	eup
dev358	49	0.08109675	eup
dev358	133	0.208233482	eup
dev358	16	0.231061067	eup
dev358	50	0.16567516	eup
dev358	153	0.110263705	eup
dev358	124	0.067224652	eup
dev358	69	0.417644965	eup
dev358	133	0.146446165	eup
dev358	48	0.068990859	eup
dev358	123	0.137552327	eup
dev358	56	0.315602332	eup
dev358	146	0.126489606	eup
dev358	281	0.188897082	eup
dev358	27	0.075403529	eup
dev358	136	0.235774928	eup
dev358	184	0.285114903	eup
dev358	90	0.134252438	eup
dev358	6	0.143934639	eup
dev358	141	0.157318087	eup
dev358	13	0.449988055	eup
dev358	474	0.242556583	eup
dev358	104	0.157874326	eup
dev358	169	0.138547675	eup
dev358	73	0.096101572	eup
dev358	75	0.152610703	eup
dev358	122	0.062869486	eup
dev358	125	0.246022782	eup
dev358	426	0.161179615	eup
dev358	63	0.213539381	eup
dev358	194	0.114419417	eup
dev358	55	0.387664667	eup
dev358	87	0.10044345	eup
dev358	85	0.255538176	eup
dev358	22	0.110051294	eup
dev358	143	0.05053146	eup
dev358	327	0.002503325	eup
dev358	78	0.004487391	eup
dev358	335	0.031522897	eup
dev358	120	0.016673191	eup
dev358	525	0.015874801	eup
dev358	369	0.098773307	eup
dev358	179	0.0006998	eup
dev358	200	0.049650467	eup
dev358	9	0.076144385	eup
dev358	145	0.122544775	eup
dev358	126	0.002182859	eup
dev358	81	0.075921515	eup
dev358	615	0.140720798	eup
dev358	71	0.285662899	eup
dev358	122	0.1725861	eup
dev358	30	0.099939808	eup
dev358	132	0.031820452	eup
dev358	292	0.068117468	eup
dev358	801	0.017820559	eup
dev358	7	0.218580109	eup
dev358	110	0.060496729	eup
dev358	55	0.079458703	eup
dev358	7	0.155151101	eup
dev358	152	0.072102026	eup
dev358	265	0.044903074	eup
dev358	81	0.122590245	eup
dev358	71	0.145749219	eup
dev358	126	0.047406146	eup
dev358	171	0.141031072	eup
dev358	9	0.203338959	eup
dev358	46	0.407306213	eup
dev358	157	0.148564088	eup
dev358	78	0.074001698	eup
dev358	137	0.065709691	eup
dev358	166	0.138057609	eup
dev358	112	0.144663982	eup
dev358	28	0.13603956	eup
dev358	505	0.025955168	eup
dev358	47	0.089881009	eup
dev358	324	0.081187416	eup
dev358	104	0.058105883	eup
dev358	11	0.091029205	eup
dev358	966	0.075709386	eup
dev358	169	0.093147296	eup
dev358	132	0.018606782	eup
dev358	577	0.264637569	eup
dev358	191	0.180175185	eup
dev358	618	0.086278367	eup
dev358	5	0.012721269	eup
dev358	10	0.204340901	eup
dev358	91	0.017708477	eup
dev358	57	0.117821209	eup
dev358	18	0.022960246	eup
dev358	164	0.034751737	eup
dev358	216	0.0627911	eup
dev358	249	0.098018418	eup
dev358	38	0.115737868	eup
dev358	10	0.154061647	eup
dev358	109	0.057837843	eup
dev358	30	0.005282734	eup
dev358	8	0.085413781	eup
dev358	252	0.184447161	eup
dev358	170	0.126133238	eup
dev358	650	0.097957029	eup
dev358	56	0.173653115	eup
dev358	251	0.065591065	eup
dev358	383	0.079927542	eup
dev358	223	0.032328653	eup
dev358	290	0.0281722	eup
dev358	24	0.099013886	eup
dev358	52	0.062618701	eup
dev358	43	0.047852659	eup
dev358	131	0.01128237	eup
dev358	7	0.143343622	eup
dev359	1907	0.012809275	eup
dev359	169	0.196270313	eup
dev359	40	0.284498939	eup
dev359	83	0.035038616	eup
dev359	153	0.258861852	eup
dev359	1534	0.018981857	eup
dev359	552	0.000293076	eup
dev359	905	0.004094249	eup
dev359	462	0.135576489	eup
dev359	62	0.111470506	eup
dev359	927	0.106573014	eup
dev359	30	0.017654347	eup
dev359	98	0.03248437	eup
dev359	1295	0.041719859	eup
dev359	245	0.057941623	eup
dev359	1014	0.044297955	eup
dev359	239	0.017562123	eup
dev359	698	0.006328707	eup
dev359	292	0.028658385	eup
dev359	1271	0.0746637	eup
dev359	160	0.222893871	eup
dev359	1069	0.126453656	eup
dev359	1065	0.002959882	eup
dev359	42	0.070126166	eup
dev359	159	0.063695991	eup
dev359	389	0.003980138	eup
dev359	552	0.00535613	eup
dev359	30	0.008169517	eup
dev359	24	0.150265499	eup
dev359	1107	0.070764506	eup
dev359	71	0.049211284	eup
dev359	959	0.038696	eup
dev359	893	0.013078467	eup
dev359	886	0.026022228	eup
dev359	68	0.052947366	eup
dev359	511	0.013390669	eup
dev360	1907	0.082496798	eup
dev360	772	0.031037978	eup
dev360	1019	0.065567858	eup
dev360	937	0.00381578	eup
dev360	590	0.048794875	eup
dev360	850	0.02767355	eup
dev360	620	0.024282804	eup
dev360	1456	0.006437767	eup
dev360	375	0.025410887	eup
dev360	1068	0.053484377	eup
dev360	671	0.067424326	eup
dev360	58	0.060885598	eup
dev360	555	0.037760602	eup
dev360	732	0.056396116	eup
dev360	520	0.002834463	eup
dev360	1235	0.032025296	eup
dev360	1271	0.081895907	eup
dev360	1232	0.024241563	eup
dev360	1122	0.030662975	eup
dev360	557	0.080233643	eup
dev360	79	0.357934713	eup
dev360	502	0.021296777	eup
dev360	1134	0.060613392	eup
dev360	314	0.012166144	eup
dev360	699	0.024957076	eup
dev360	108	0.029262566	eup
dev360	694	0.030681978	eup
dev360	63	0.208506249	eup
dev360	828	0.021599534	eup
dev360	170	0.039268091	eup
dev360	710	0.027600313	eup
dev360	593	0.005086551	eup
dev361	189	0.047508229	eup
dev361	343	0.064510316	eup
dev361	1096	0.033169976	eup
dev361	1793	0.003502762	eup
dev361	1010	0.005420385	eup
dev361	520	0.018447285	eup
dev361	1474	0.01192803	eup
dev361	380	0.058092534	eup
dev361	347	0.020962339	eup
dev361	120	0.026468312	eup
dev361	1316	0.063927661	eup
dev361	36	0.274285477	eup
dev361	781	0.070489918	eup
dev361	351	0.029453355	eup
dev361	1206	0.025857722	eup
dev361	53	0.043296032	eup
dev361	376	0.025818201	eup
dev361	857	0.042098888	eup
dev361	1168	0.019894659	eup
dev361	101	0.050898853	eup
dev361	274	0.022840031	eup
dev361	911	0.041850229	eup
dev361	43	0.008466726	eup
dev361	719	0.016186729	eup
dev361	371	0.064592159	eup
dev361	27	0.307767106	eup
dev361	1138	0.038588758	eup
dev361	329	0.150116074	eup
dev361	16	0.240721682	eup
dev361	452	0.188135526	eup
dev361	217	0.066210633	eup
dev361	35	0.281323223	eup
dev361	631	0.009616176	eup
dev361	378	0.030564214	eup
dev361	959	0.012184338	eup
dev361	23	0.429475773	eup
dev361	870	0.053200041	eup
dev361	886	0.010910319	eup
dev361	593	0.031479956	eup
dev363	89	0.293059503	eup
dev363	679	0.011767106	eup
dev363	1793	0.009844663	eup
dev363	525	0.007307211	eup
dev363	1008	0.015272987	eup
dev363	1474	0.001955991	eup
dev363	1456	0.013194787	eup
dev363	1446	0.054681344	eup
dev363	621	0.057388976	eup
dev363	672	0.005861383	eup
dev363	148	0.176541943	eup
dev363	183	0.03507506	eup
dev363	144	0.004406766	eup
dev363	1235	0.024501046	eup
dev363	153	0.078002717	eup
dev363	1007	0.02498859	eup
dev363	103	0.032177852	eup
dev363	1232	0.096106045	eup
dev363	358	0.110335519	eup
dev363	762	0.039514949	eup
dev363	444	0.110010881	eup
dev363	690	0.040786612	eup
dev363	71	0.119708141	eup
dev363	559	0.015566215	eup
dev363	492	0.043473949	eup
dev363	882	0.038420028	eup
dev363	130	0.007158243	eup
dev363	157	0.046628455	eup
dev363	160	0.081398968	eup
dev363	635	0.008134241	eup
dev363	893	0.005581966	eup
dev363	886	0.010737959	eup
dev363	188	0.090667703	eup
dev363	373	0.007269347	eup
dev363	22	0.069384442	eup
dev442	273	0.003666772	eup
dev442	1633	0.020259736	eup
dev442	17	0.118391864	eup
dev442	1632	0.018504413	eup
dev442	139	0.041682592	eup
dev442	1409	0.024512927	eup
dev442	78	0.07988287	eup
dev442	42	0.058975173	eup
dev442	1126	0.058805353	eup
dev442	94	0.10769768	eup
dev442	249	0.009374719	eup
dev442	1240	0.035098091	eup
dev442	213	0.031466475	eup
dev442	758	0.020511746	eup
dev442	687	0.003422183	eup
dev442	1295	0.019300977	eup
dev442	1261	0.055250665	eup
dev442	252	0.016024456	eup
dev442	982	0.021045152	eup
dev442	531	0.040186411	eup
dev442	739	0.01510105	eup
dev442	1232	0.020934073	eup
dev442	122	0.000635486	eup
dev442	367	0.016757727	eup
dev442	202	0.03350387	eup
dev442	34	0.458130348	eup
dev442	1138	0.012809633	eup
dev442	422	0.015596424	eup
dev442	711	0.016643836	eup
dev442	429	0.016001506	eup
dev442	570	0.014113263	eup
dev442	959	0.003271232	eup
dev442	893	0.027856014	eup
dev442	886	0.056253401	eup
dev442	359	0.026946391	eup
dev442	232	0.029127399	eup
dev443	439	0.031319006	eup
dev443	44	0.016244631	eup
dev443	281	0.007579359	eup
dev443	133	0.014425737	eup
dev443	71	0.0953288	eup
dev443	1793	0.001236737	eup
dev443	1188	0.08552928	eup
dev443	239	0.129423905	eup
dev443	1474	0.073158009	eup
dev443	473	0.102034992	eup
dev443	1446	0.005295187	eup
dev443	253	0.075442554	eup
dev443	424	0.106340463	eup
dev443	1235	0.007266847	eup
dev443	512	0.016404284	eup
dev443	758	0.036849642	eup
dev443	1232	0.053620991	eup
dev443	1065	0.005877394	eup
dev443	41	0.082763437	eup
dev443	1138	0.01854414	eup
dev443	1134	0.034263771	eup
dev443	80	0.258903516	eup
dev443	222	0.017682711	eup
dev443	140	0.083511632	eup
dev443	959	0.027652807	eup
dev443	320	0.007998117	eup
dev443	535	0.023202687	eup
dev443	886	0.000669739	eup
dev443	434	0.074558864	eup
dev444	857	0.016045816	eup
dev444	96	0.121415569	eup
dev444	1793	0.108967053	eup
dev444	18	0.121714786	eup
dev444	1509	0.020868187	eup
dev444	76	0.037977304	eup
dev444	820	0.091184063	eup
dev444	225	0.096448492	eup
dev444	319	0.111334128	eup
dev444	1456	0.004056588	eup
dev444	1322	0.016890993	eup
dev444	108	0.025670807	eup
dev444	105	0.195569761	eup
dev444	311	0.06670448	eup
dev444	10	0.023844372	eup
dev444	78	0.056578251	eup
dev444	1017	0.012133966	eup
dev444	541	0.041544202	eup
dev444	1271	0.030391181	eup
dev444	1082	0.034444217	eup
dev444	148	0.109886344	eup
dev444	947	0.081503855	eup
dev444	107	0.015996868	eup
dev444	55	0.206787392	eup
dev444	866	0.013093176	eup
dev444	271	0.037380829	eup
dev444	811	0.087277825	eup
dev444	322	0.103475563	eup
dev444	1016	0.108131951	eup
dev444	740	0.022933127	eup
dev444	893	0.024929243	eup
dev444	197	0.009810037	eup
dev444	657	0.068669375	eup
dev444	441	0.02284254	eup
dev444	65	0.140602763	eup
dev445	1907	0.034699874	eup
dev445	1793	0.05606086	eup
dev445	92	0.061642169	eup
dev445	251	0.180959829	eup
dev445	1178	0.140163762	eup
dev445	1474	0.022648467	eup
